pressure,density
198.15068713188396,5.245134440246527
202.25697280257165,5.265924295662762
205.97136326442578,5.284525805972585
210.47355652463986,5.306798673734502
214.50456416664426,5.326472943271008
218.46506407103652,5.345595507646589
222.45623649253693,5.364643095610181
226.70468180742876,5.384682093127117
230.58882378184717,5.402804631957478
234.81881066138712,5.4223252709752625
238.99556590499265,5.441384473893387
242.89174155469485,5.458979768853999
247.0658076193771,5.477633099683573
251.33820928461154,5.4965258281551135
255.63465467335118,5.515353310810814
259.5772937064626,5.532429110206449
263.60013106855814,5.54970105987964
267.9148581695015,5.5680269660711055
271.8129858114383,5.584425013457545
275.6204976832731,5.600282019397785
279.5875116705299,5.61669267417162
283.73380714457755,5.6337044254407544
287.87146964231437,5.65050202839375
291.8467627385521,5.66648573050146
296.1208670091915,5.683554190907041
300.071748846368,5.699193420727829
304.0751284280081,5.714898109680547
308.17971108934154,5.730854586409728
312.2896718256747,5.746722926843271
316.0351850849689,5.761065621750663
317.3123439237632,5.765831547033095
319.5015868602279,5.7742310807022905
323.8186089335276,5.790538513455552
328.2856250519564,5.807254546390939
332.6661995050584,5.823512772437849
337.0104013356253,5.83950135350395
341.44889577274876,5.855709802744243
346.1731235423476,5.872810541406975
350.95173168689513,5.889971393277585
356.9115812925306,5.911220108503437
369.2648134952187,5.954295203395931
364.398017242613,5.93733201825649
369.5022186379172,5.9551552663251766
373.2684438731479,5.968150081493539
377.10652217374616,5.981230897011404
381.42566406254946,5.995909230992202
385.67586133685285,6.010313151355823
389.8174595236176,6.024233930678879
393.771753755727,6.037419136386484
399.89194814726847,6.057763016184767
413.4387325625543,6.101579961947218
405.1092722710001,6.074789410054297
